Student_ID,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist
S2137,8,7,14,13,10,18,16,15
S2138,7,7,13,13,9,18,16,15
S2139,6,8,12,13,8,18,16,15
S2140,5,8,11,13,7,18,16,15
S2141,5,9,12,13,10,18,16,15
S2142,6,9,14,12,9,18,16,15
S2143,7,7,14,12,8,18,16,15
S2144,8,7,13,12,7,18,16,15
S2145,8,8,12,12,10,18,16,15
S2146,7,8,11,12,9,18,16,15
S2147,6,9,14,12,8,18,16,15
S2148,5,9,13,12,7,18,16,15
S2149,6,8,12,12,6,18,16,15
S2150,8,6,11,12,7,18,16,15
S2151,11,7,5,20,16,17,12,14
S2152,12,7,6,19,16,17,12,14
S2153,13,7,7,18,16,17,12,14
S2154,12,7,8,17,16,17,12,14
S2155,14,7,8,16,16,17,12,14
S2156,11,7,7,15,16,17,12,14
S2157,12,7,6,20,16,17,12,14
S2158,13,7,5,19,16,17,12,14
S2159,12,7,5,18,16,17,12,14
S2160,14,7,6,17,16,17,12,14
S2161,11,7,7,16,16,17,13,14
S2162,12,7,8,15,16,17,13,11
S2163,13,7,8,20,16,17,13,11
S2164,12,7,7,19,16,18,13,11
S2165,14,7,6,18,16,18,13,11
S2166,11,7,5,17,16,18,13,11
S2167,12,7,5,16,15,18,13,11
S2168,13,7,6,15,15,18,13,11
S2169,12,7,7,20,15,18,13,11
S2170,14,7,8,19,15,18,13,11
S2171,11,7,8,18,15,18,13,11
S2172,12,7,7,17,15,18,12,11
S2173,13,7,6,16,15,18,12,13
S2174,12,7,5,15,15,18,12,13
S2175,14,7,5,20,15,18,12,13
S2176,11,7,6,19,15,18,12,13
S2177,12,7,7,18,15,15,12,13
S2178,13,7,8,17,15,15,12,13
S2179,12,7,8,16,15,15,12,13
S2180,14,7,7,15,15,15,12,13
S2181,11,7,6,20,15,15,12,13
S2182,12,7,5,19,15,15,12,13
S2183,13,7,5,18,18,15,14,11
S2184,12,7,6,17,18,15,14,11
S2185,14,7,7,16,18,15,14,11
S2186,11,7,8,15,18,19,14,11
S2187,12,7,8,20,18,19,14,11
S2188,13,7,7,19,18,19,14,11
S2189,12,7,6,18,18,19,14,11
S2190,14,7,5,17,18,19,14,11
S2191,11,7,5,16,18,19,14,11
S2192,12,7,6,15,18,19,14,11
S2193,13,7,7,20,18,19,14,11
S2194,12,7,8,19,18,19,14,11
S2195,14,7,8,18,18,19,14,11
S2196,11,7,7,17,19,19,14,11
S2197,12,7,6,16,19,19,14,11
S2198,13,7,5,15,19,19,14,11
S2199,12,7,6,17,19,19,14,11
S2200,14,7,8,16,19,19,14,11
S2201,6,5,18,19,11,13,7,20
S2202,6,6,17,19,12,13,7,19
S2203,6,7,16,19,13,13,8,18
S2204,6,8,16,19,12,13,8,17
S2205,6,8,18,19,14,13,7,20
S2206,6,7,17,19,11,13,6,19
S2207,6,6,16,19,12,13,5,18
S2208,6,5,16,19,13,13,5,17
S2209,6,5,18,19,12,13,6,20
S2210,6,6,17,19,14,13,7,19
S2211,6,7,16,19,11,13,8,18
S2212,6,8,16,19,12,13,7,17
S2213,6,8,18,19,13,13,6,20
S2214,8,7,17,19,12,13,7,19
S2215,8,6,16,19,14,13,7,18
S2216,8,5,16,19,11,13,9,17
S2217,8,5,18,19,12,13,9,20
S2218,8,6,17,19,13,13,8,19
S2219,8,7,16,19,12,13,8,18
S2220,8,8,16,17,14,13,7,17
S2221,8,8,16,17,11,14,6,20
S2222,8,7,16,17,12,14,9,19
S2223,8,6,18,17,13,14,5,18
S2224,8,5,17,17,12,14,5,17
S2225,8,5,16,17,14,14,6,20
S2226,8,6,16,17,11,14,7,19
S2227,9,7,18,17,12,14,7,18
S2228,9,8,17,17,13,14,6,17
S2229,9,8,16,17,12,14,8,20
S2230,9,7,16,17,14,14,8,19
S2231,9,6,16,17,11,14,8,18
S2232,9,5,16,17,12,14,8,17
S2233,9,5,18,15,13,14,8,20
S2234,9,6,17,15,12,14,7,19
S2235,9,7,16,15,14,14,6,18
S2236,10,8,16,15,11,12,5,17
S2237,10,8,18,15,12,12,5,20
S2238,10,7,17,15,13,12,6,19
S2239,10,6,16,15,12,12,7,18
S2240,10,5,16,15,14,12,8,17
S2241,10,5,16,15,11,12,5,20
S2242,10,6,16,15,12,12,5,19
S2243,5,7,18,15,13,12,6,18
S2244,5,8,17,15,12,12,7,17
S2245,5,8,16,15,14,12,5,20
S2246,5,7,16,15,11,12,5,19
S2247,5,6,18,15,12,12,5,18
S2248,6,5,17,15,13,12,6,17
S2249,7,6,16,15,12,12,7,16
S2250,5,8,16,15,14,12,5,17
S2251,12,11,5,20,7,18,20,13
S2252,12,12,5,20,7,17,17,13
S2253,12,13,5,20,7,20,20,12
S2254,12,12,5,20,7,19,19,12
S2255,12,14,5,19,7,18,18,14
S2256,12,11,5,18,7,17,17,11
S2257,11,12,5,17,7,20,20,11
S2258,12,13,5,20,7,18,19,13
S2259,13,12,5,19,7,17,18,13
S2260,12,14,5,18,7,20,20,12
S2261,14,11,5,17,7,19,17,12
S2262,11,12,5,20,7,18,20,14
S2263,12,13,5,20,7,17,19,11
S2264,13,12,5,20,7,20,18,11
S2265,12,14,5,20,7,18,17,13
S2266,14,11,5,20,7,17,20,13
S2267,11,11,5,19,7,20,19,12
S2268,12,11,5,19,6,19,18,12
S2269,13,11,5,19,6,18,20,14
S2270,12,11,5,19,6,17,17,11
S2271,14,11,5,19,6,20,20,11
S2272,14,12,5,19,6,18,19,13
S2273,14,12,5,18,6,17,18,13
S2274,14,11,6,17,6,20,17,13
S2275,14,12,6,20,6,19,20,12
S2276,14,13,6,19,6,18,19,12
S2277,14,12,6,18,6,17,18,14
S2278,14,14,6,17,6,20,20,11
S2279,11,11,6,19,6,18,17,11
S2280,12,12,6,19,6,17,20,13
S2281,13,13,6,19,6,20,19,13
S2282,12,12,6,19,9,19,18,13
S2283,14,14,6,18,9,18,17,12
S2284,11,11,6,17,9,17,20,12
S2285,12,12,6,20,9,20,19,14
S2286,13,13,6,19,9,18,18,11
S2287,12,12,6,18,9,17,20,11
S2288,14,14,6,17,9,20,17,13
S2289,11,11,6,18,9,19,20,13
S2290,12,11,6,18,9,18,19,13
S2291,13,11,6,18,9,17,18,12
S2292,12,11,9,19,9,20,17,12
S2293,14,11,9,18,10,18,20,14
S2294,13,11,9,17,10,17,19,13
S2295,12,11,9,20,10,20,20,13
S2296,13,12,9,19,10,19,19,12
S2297,12,13,9,18,10,18,18,12
S2298,14,12,9,17,10,17,17,14
S2299,13,14,9,17,10,20,18,11
S2300,13,11,9,17,10,17,15,11
S2301,12,5,7,20,5,18,20,12
S2302,12,5,7,19,5,19,19,12
S2303,13,5,8,18,5,18,18,12
S2304,13,5,8,17,5,17,17,12
S2305,12,5,9,16,5,20,16,12
S2306,12,5,9,15,5,19,15,12
S2307,14,7,7,20,5,18,20,12
S2308,11,8,7,19,5,17,19,12
S2309,11,8,8,18,5,18,18,12
S2310,12,9,8,17,5,18,17,12
S2311,12,9,9,16,5,18,16,12
S2312,12,7,9,15,5,18,15,12
S2313,13,5,7,20,5,19,20,12
S2314,13,5,7,19,5,18,19,12
S2315,12,7,8,18,5,17,18,12
S2316,12,8,8,17,5,20,17,12
S2317,14,8,9,16,5,19,16,12
S2318,11,9,9,15,5,18,15,12
S2319,11,9,7,20,5,17,20,12
S2320,12,7,7,19,5,19,19,12
S2321,13,5,8,18,5,19,18,12
S2322,13,5,8,17,5,19,17,14
S2323,12,5,9,16,5,18,16,14
S2324,12,7,9,15,6,17,15,14
S2325,14,8,7,20,6,20,20,14
S2326,11,8,7,19,6,19,19,14
S2327,13,9,8,18,6,18,18,14
S2328,14,9,8,17,6,17,17,14
S2329,13,7,9,16,6,19,16,14
S2330,11,6,9,15,6,19,15,14
S2331,13,6,7,20,6,19,20,14
S2332,12,6,7,19,6,15,19,14
S2333,13,6,8,18,6,15,18,14
S2334,13,6,8,17,6,15,17,14
S2335,12,6,9,16,6,19,16,14
S2336,12,6,9,15,6,18,15,14
S2337,14,6,7,20,6,17,20,14
S2338,11,6,7,19,6,20,19,13
S2339,11,6,8,18,6,19,18,13
S2340,13,6,8,17,6,18,17,13
S2341,13,6,9,16,6,17,16,13
S2342,13,9,9,15,9,15,15,13
S2343,13,9,7,20,9,19,20,13
S2344,12,9,7,19,9,18,19,13
S2345,12,9,8,18,9,17,18,13
S2346,14,9,8,17,9,20,17,13
S2347,11,9,9,16,9,19,16,13
S2348,11,9,9,15,9,18,15,13
S2349,13,9,8,17,9,17,17,13
S2350,11,9,6,16,9,16,16,13
S2351,18,12,7,20,5,12,20,12
S2352,19,12,7,19,5,12,19,12
S2353,18,12,8,18,5,12,18,12
S2354,17,12,8,17,5,12,17,12
S2355,20,12,9,16,5,12,16,12
S2356,19,12,9,15,5,12,15,12
S2357,18,12,7,20,5,12,20,12
S2358,17,12,7,19,5,12,19,12
S2359,18,12,8,18,5,12,18,12
S2360,19,12,8,17,5,12,17,12
S2361,18,12,9,16,5,12,16,12
S2362,17,12,9,15,5,12,15,12
S2363,20,12,7,20,5,12,20,12
S2364,19,12,7,19,5,12,19,12
S2365,18,12,8,18,5,12,18,12
S2366,17,12,8,17,5,12,17,12
S2367,18,12,9,16,5,12,16,12
S2368,19,12,9,15,5,12,15,12
S2369,18,12,7,20,5,12,20,12
S2370,17,12,7,19,5,12,19,12
S2371,20,12,8,18,5,12,18,12
S2372,19,14,8,17,5,14,17,14
S2373,18,14,9,16,5,14,16,14
S2374,17,14,9,15,6,14,15,14
S2375,19,14,7,20,6,14,20,14
S2376,19,14,7,19,6,14,19,14
S2377,19,14,8,18,6,14,18,14
S2378,18,14,8,17,6,14,17,14
S2379,17,14,9,16,6,14,16,14
S2380,20,14,9,15,6,14,15,14
S2381,19,14,7,20,6,14,20,14
S2382,18,14,7,19,6,14,19,14
S2383,17,14,8,18,6,14,18,14
S2384,15,14,8,17,6,14,17,14
S2385,15,14,9,16,6,14,16,14
S2386,15,14,9,15,6,14,15,14
S2387,19,14,7,20,6,14,20,14
S2388,18,13,7,19,6,13,19,13
S2389,17,13,8,18,6,13,18,13
S2390,20,13,8,17,6,13,17,13
S2391,19,13,9,16,6,13,16,13
S2392,18,13,9,15,9,13,15,13
S2393,17,13,7,20,9,13,20,13
S2394,16,13,7,19,9,13,19,13
S2395,16,13,8,18,9,13,18,13
S2396,16,13,8,17,9,13,17,13
S2397,16,13,9,16,9,13,16,13
S2398,16,13,9,15,9,13,15,13
S2399,16,13,8,17,9,13,17,13
S2400,16,13,6,16,9,13,16,13
S2401,5,7,12,20,11,18,20,12
S2402,6,7,11,19,12,16,19,13
S2403,8,8,13,18,13,18,18,12
S2404,9,8,14,17,14,16,17,14
S2405,10,9,11,16,13,15,16,12
S2406,5,9,12,15,12,18,15,11
S2407,6,7,13,20,11,19,20,12
S2408,8,7,14,19,11,18,19,11
S2409,9,8,13,18,12,18,18,12
S2410,10,8,11,17,13,18,17,13
S2411,5,9,12,16,14,18,16,12
S2412,6,9,14,15,13,18,15,12
S2413,8,7,12,20,12,16,20,12
S2414,9,7,12,19,11,15,19,12
S2415,10,8,11,18,11,18,18,12
S2416,5,8,13,17,12,19,17,12
S2417,6,9,14,16,13,18,16,12
S2418,8,9,11,15,14,18,15,12
S2419,9,7,12,20,13,19,20,12
S2420,10,7,13,19,12,18,19,12
S2421,5,8,14,18,11,16,18,12
S2422,7,8,13,17,11,15,17,14
S2423,6,9,11,16,12,18,16,14
S2424,5,9,12,15,13,19,15,14
S2425,8,7,14,20,14,19,20,14
S2426,9,7,12,19,13,19,19,14
S2427,5,8,11,18,12,19,18,14
S2428,6,8,13,17,11,19,17,14
S2429,8,9,14,16,11,19,16,14
S2430,9,9,11,15,12,19,15,14
S2431,10,7,12,20,13,19,20,14
S2432,5,7,13,19,14,15,19,14
S2433,7,8,14,18,13,18,18,14
S2434,6,8,13,17,12,16,17,14
S2435,5,9,11,16,11,15,16,14
S2436,8,9,12,15,14,18,15,14
S2437,9,7,14,20,14,19,20,14
S2438,5,7,12,19,13,15,19,13
S2439,6,8,11,18,13,15,18,13
S2440,8,8,13,17,13,15,17,13
S2441,9,9,14,16,13,15,16,13
S2442,10,9,11,15,13,15,15,13
S2443,5,7,12,20,13,16,20,13
S2444,7,7,13,19,13,16,19,13
S2445,6,8,14,18,13,18,18,13
S2446,5,8,13,17,13,16,17,13
S2447,8,9,11,16,13,15,16,13
S2448,9,9,12,15,13,18,15,13
S2449,7,8,14,17,13,19,17,13
S2450,9,6,13,16,13,16,16,13
S2451,20,7,12,17,12,20,18,5
S2452,19,7,12,16,11,19,17,5
S2453,18,8,12,15,13,18,16,5
S2454,17,8,12,20,14,17,15,5
S2455,16,9,12,19,11,16,20,5
S2456,15,9,12,18,12,15,19,5
S2457,20,7,12,17,13,20,18,5
S2458,19,7,12,16,14,19,17,5
S2459,18,8,12,17,13,18,16,5
S2460,17,8,12,16,11,17,17,5
S2461,16,9,12,15,12,16,16,5
S2462,15,9,12,20,14,15,15,5
S2463,20,7,12,19,12,20,20,5
S2464,19,7,12,18,12,19,19,5
S2465,18,8,12,17,11,18,18,5
S2466,17,8,12,16,13,17,17,5
S2467,16,9,12,17,14,16,16,5
S2468,15,9,12,16,11,15,17,5
S2469,20,7,12,15,12,20,16,5
S2470,19,7,12,20,13,19,15,5
S2471,18,8,12,19,14,18,20,5
S2472,17,8,14,18,13,17,19,5
S2473,16,9,14,17,11,16,18,5
S2474,15,9,14,16,12,15,17,6
S2475,20,7,14,17,14,20,16,6
S2476,19,7,14,16,12,19,17,6
S2477,18,8,14,15,11,18,16,6
S2478,17,8,14,20,13,17,15,6
S2479,16,9,14,19,14,16,20,6
S2480,15,9,14,18,11,15,19,6
S2481,20,7,14,17,12,20,18,6
S2482,19,7,14,16,13,19,17,6
S2483,18,8,14,17,14,18,16,6
S2484,17,8,14,16,13,17,17,6
S2485,16,9,14,15,11,16,16,6
S2486,15,9,14,20,12,15,15,6
S2487,20,7,14,19,14,20,20,6
S2488,19,7,13,18,12,19,19,6
S2489,18,8,13,17,11,18,18,6
S2490,17,8,13,16,13,17,17,6
S2491,16,9,13,17,14,16,16,6
S2492,15,9,13,16,11,15,17,9
S2493,20,7,13,15,12,20,16,9
S2494,19,7,13,20,13,19,15,9
S2495,18,8,13,19,14,18,20,9
S2496,17,8,13,18,13,17,19,9
S2497,16,9,13,17,11,16,18,9
S2498,15,9,13,16,12,15,17,9
S2499,17,8,13,16,14,17,16,9
S2500,16,6,13,16,13,16,17,9
S2501,16,5,12,20,10,18,11,8
S2502,17,6,13,19,9,18,11,7
S2503,18,7,14,18,8,18,11,9
S2504,19,9,11,17,7,18,11,10
S2505,20,8,12,16,6,18,11,8
S2506,16,10,13,15,5,18,11,7
S2507,17,10,14,15,10,18,11,9
S2508,18,9,11,16,9,18,11,10
S2509,19,8,12,17,8,18,11,10
S2510,20,7,13,18,7,18,12,9
S2511,16,6,14,19,6,18,12,8
S2512,17,5,11,20,5,18,12,7
S2513,18,10,12,15,5,18,12,6
S2514,19,9,13,16,6,16,12,5
S2515,20,8,14,17,7,16,12,10
S2516,16,7,11,18,8,16,12,9
S2517,17,6,12,19,9,16,12,8
S2518,18,5,13,20,10,16,13,7
S2519,19,10,14,15,10,16,13,6
S2520,20,9,11,16,9,16,13,5
S2521,16,8,11,17,8,17,13,10
S2522,17,7,12,18,7,17,13,9
S2523,18,6,13,19,6,17,13,8
S2524,19,5,14,20,5,17,13,7
S2525,20,10,11,15,5,17,13,6
S2526,16,9,12,16,6,17,14,5
S2527,17,8,13,17,7,17,14,10
S2528,18,7,14,18,8,17,14,9
S2529,19,6,11,19,9,17,14,8
S2530,20,5,12,20,10,17,14,7
S2531,20,10,13,20,10,17,14,6
S2532,19,9,14,19,9,15,14,5
S2533,18,8,11,18,8,15,14,10
S2534,17,7,12,17,7,15,14,9
S2535,16,6,13,16,6,15,14,8
S2536,15,5,14,15,5,15,12,7
S2537,20,10,11,15,5,15,12,6
S2538,19,9,12,16,6,15,12,5
S2539,18,8,13,17,7,15,12,10
S2540,17,7,14,18,8,15,12,9
S2541,16,6,11,19,9,15,12,8
S2542,15,5,12,20,10,15,12,7
S2543,20,10,13,20,10,19,12,6
S2544,19,9,14,19,9,19,12,5
S2545,18,8,11,18,8,19,13,10
S2546,17,7,12,17,7,19,13,9
S2547,16,6,13,16,6,19,13,8
S2548,15,5,14,15,5,19,13,7
S2549,17,6,12,19,5,19,13,6
S2550,18,9,13,18,6,19,13,5
S2551,14,5,7,20,7,18,19,7
S2552,14,6,9,19,7,19,18,7
S2553,14,7,8,18,7,18,17,7
S2554,14,8,5,17,7,17,16,7
S2555,14,9,6,17,7,16,15,7
S2556,14,10,10,19,7,15,19,7
S2557,14,10,7,16,7,19,15,7
S2558,14,9,9,15,6,18,19,7
S2559,14,8,8,19,6,18,18,7
S2560,14,7,5,20,6,17,17,7
S2561,14,6,6,19,6,17,16,7
S2562,14,5,10,18,6,17,15,7
S2563,13,5,7,17,6,19,19,7
S2564,13,6,9,17,6,18,15,7
S2565,13,7,8,19,8,17,19,7
S2566,13,8,5,16,8,16,18,7
S2567,13,9,6,15,8,15,17,7
S2568,13,10,10,19,8,19,16,7
S2569,13,10,7,20,8,17,15,7
S2570,13,9,9,19,8,19,19,7
S2571,12,8,8,18,8,19,19,7
S2572,12,7,5,17,9,19,18,7
S2573,12,6,6,17,9,19,17,7
S2574,12,5,10,19,9,18,16,7
S2575,12,5,7,16,9,17,15,7
S2576,12,6,9,15,9,16,19,7
S2577,12,7,8,19,9,15,19,7
S2578,12,8,5,20,9,19,18,7
S2579,11,9,6,19,9,20,17,7
S2580,11,10,10,18,9,20,16,7
S2581,11,10,7,17,10,19,15,7
S2582,11,9,9,17,10,18,19,7
S2583,11,8,8,19,10,17,19,7
S2584,11,7,5,16,10,16,18,7
S2585,11,6,6,15,10,15,17,7
S2586,11,5,10,19,10,19,16,7
S2587,11,5,7,20,10,15,15,7
S2588,11,6,9,19,6,15,19,7
S2589,11,7,8,18,6,15,19,7
S2590,12,8,5,17,6,19,18,7
S2591,12,9,6,17,6,18,17,7
S2592,12,10,10,19,6,17,16,7
S2593,12,10,7,16,7,16,15,7
S2594,12,9,9,15,7,15,19,7
S2595,12,8,8,19,7,19,18,7
S2596,12,7,5,17,7,18,17,7
S2597,13,6,6,19,7,17,16,7
S2598,13,5,10,16,9,16,15,7
S2599,13,8,8,15,9,15,19,7
S2600,13,9,6,19,9,19,16,7
S2601,16,5,6,20,7,11,18,11
S2602,16,6,6,20,7,12,18,12
S2603,16,7,7,20,7,11,18,13
S2604,16,8,7,20,7,12,18,14
S2605,16,9,6,20,7,11,18,11
S2606,16,10,6,20,7,12,18,12
S2607,16,5,7,20,7,13,18,13
S2608,16,6,7,19,7,14,18,14
S2609,16,7,6,19,7,11,18,11
S2610,16,8,6,19,7,12,18,12
S2611,16,9,7,19,7,11,18,13
S2612,16,10,7,19,7,12,18,14
S2613,17,5,6,19,7,11,18,11
S2614,17,6,6,19,7,12,17,12
S2615,17,7,7,18,9,13,17,13
S2616,17,8,7,18,9,14,17,14
S2617,17,9,5,18,9,11,17,11
S2618,17,10,6,18,9,12,17,12
S2619,17,5,6,18,9,11,17,13
S2620,17,6,6,18,9,12,17,14
S2621,17,7,7,18,9,11,17,11
S2622,18,8,7,18,9,12,17,12
S2623,18,9,6,17,9,13,16,13
S2624,18,10,6,17,9,14,16,14
S2625,18,5,7,17,9,11,16,11
S2626,18,6,7,17,9,12,16,12
S2627,18,7,6,17,9,11,16,13
S2628,18,8,6,17,9,12,16,14
S2629,18,9,7,17,10,11,16,11
S2630,18,10,7,17,10,12,16,12
S2631,18,5,6,17,10,13,16,13
S2632,19,6,6,16,10,14,15,14
S2633,19,7,7,16,10,11,15,11
S2634,19,8,7,16,10,12,15,12
S2635,19,9,5,16,10,11,15,13
S2636,19,10,6,16,10,12,15,14
S2637,19,5,6,16,10,11,15,11
S2638,19,6,6,16,10,12,15,12
S2639,19,7,7,15,10,13,15,13
S2640,19,8,7,15,10,14,15,14
S2641,19,9,6,15,10,11,19,11
S2642,19,10,6,15,10,12,19,12
S2643,19,5,7,15,10,11,19,13
S2644,20,6,7,15,10,12,19,14
S2645,20,7,5,18,10,11,19,11
S2646,20,8,6,18,8,12,19,12
S2647,20,9,5,18,8,13,19,13
S2648,20,10,6,18,8,14,20,14
S2649,20,8,8,18,8,12,19,13
S2650,20,9,9,18,8,11,17,14
S2651,20,5,11,20,14,17,18,10
S2652,19,6,12,20,14,17,18,9
S2653,18,6,13,20,13,17,18,8
S2654,17,7,14,20,12,17,18,7
S2655,16,9,14,20,11,17,18,6
S2656,15,8,13,20,11,17,18,5
S2657,20,10,12,20,12,17,18,10
S2658,19,5,11,20,14,18,18,9
S2659,18,6,11,20,14,18,17,8
S2660,17,6,12,20,13,18,17,7
S2661,16,7,13,19,12,18,17,6
S2662,15,9,14,19,11,18,17,5
S2663,20,8,14,19,11,18,17,10
S2664,19,10,13,19,12,18,17,9
S2665,18,5,12,19,14,18,17,8
S2666,17,6,11,19,14,18,17,7
S2667,16,6,11,19,13,19,17,6
S2668,15,7,12,18,12,19,17,5
S2669,20,9,13,18,11,19,16,10
S2670,19,8,14,18,11,19,16,9
S2671,18,10,14,18,12,19,16,8
S2672,17,5,13,18,14,19,16,7
S2673,16,6,12,18,14,19,16,6
S2674,15,6,11,18,13,19,16,5
S2675,20,7,11,18,12,19,16,10
S2676,19,9,12,18,11,19,16,9
S2677,18,8,13,18,11,16,16,8
S2678,17,10,14,16,12,16,16,7
S2679,16,5,14,16,14,16,16,6
S2680,15,6,13,16,14,16,15,5
S2681,20,6,12,16,13,16,15,10
S2682,19,7,11,16,12,16,15,9
S2683,18,9,11,16,11,16,15,8
S2684,17,8,12,16,11,16,15,7
S2685,16,10,13,15,12,16,20,6
S2686,15,5,14,15,14,15,20,5
S2687,20,6,14,15,14,15,20,10
S2688,19,6,13,15,13,15,20,9
S2689,18,7,12,15,12,15,20,8
S2690,17,9,11,15,11,15,20,7
S2691,16,8,11,15,11,15,20,6
S2692,15,10,12,15,12,15,20,5
S2693,20,5,13,17,14,15,18,10
S2694,19,6,14,17,14,18,18,9
S2695,18,6,14,17,13,18,18,8
S2696,17,7,13,17,12,18,18,7
S2697,16,9,12,17,11,18,18,6
S2698,15,8,11,17,11,18,18,5
S2699,19,10,13,17,12,18,18,8
S2700,18,8,14,17,13,18,18,9
S2701,12,5,6,20,11,20,19,10
S2702,11,5,6,19,11,18,19,9
S2703,12,5,7,18,11,20,19,8
S2704,13,5,9,17,11,18,19,7
S2705,14,5,8,17,11,20,19,6
S2706,12,5,10,20,11,18,19,5
S2707,11,5,5,19,11,20,19,10
S2708,12,5,6,18,11,18,19,9
S2709,13,5,6,17,11,20,19,8
S2710,14,5,7,20,11,18,19,7
S2711,12,5,9,19,11,20,19,6
S2712,11,5,8,18,11,18,19,5
S2713,12,7,10,17,11,20,19,10
S2714,13,7,5,20,11,18,19,9
S2715,14,7,6,19,11,20,19,8
S2716,12,7,6,18,11,18,19,7
S2717,11,7,7,17,13,20,19,6
S2718,12,7,9,20,13,18,19,5
S2719,13,7,8,19,13,20,19,10
S2720,14,7,10,18,13,18,19,9
S2721,12,7,5,17,13,20,19,8
S2722,11,7,6,20,13,18,19,7
S2723,12,7,6,19,13,20,19,6
S2724,13,7,7,18,13,18,19,5
S2725,14,7,9,17,13,20,19,10
S2726,12,7,8,20,14,18,19,9
S2727,11,7,10,19,14,20,19,8
S2728,12,8,8,18,14,18,19,7
S2729,13,9,6,17,14,20,19,6
S2730,14,10,6,20,14,18,19,5
S2731,12,7,7,19,14,20,19,10
S2732,11,8,9,18,14,18,19,9
S2733,12,9,8,17,14,20,19,8
S2734,13,10,10,20,14,18,19,7
S2735,14,7,5,19,14,20,19,6
S2736,12,8,6,18,12,18,19,5
S2737,11,9,6,17,12,20,19,10
S2738,12,10,7,20,12,18,19,9
S2739,13,7,9,19,12,20,19,8
S2740,14,8,8,18,12,18,19,7
S2741,12,9,10,17,12,20,19,6
S2742,11,10,5,20,12,18,19,5
S2743,12,7,6,19,12,20,19,10
S2744,13,8,6,18,12,18,19,9
S2745,14,9,7,17,12,20,19,8
S2746,12,10,9,17,12,18,19,7
S2747,11,7,8,20,12,20,19,6
S2748,12,8,6,19,12,18,19,5
S2749,13,9,5,18,13,17,19,8
S2750,14,10,9,17,13,18,19,9
S2751,11,6,14,17,8,19,19,6
S2752,12,6,13,17,8,18,20,6
S2753,13,8,12,17,8,19,17,6
S2754,14,5,11,17,8,18,17,6
S2755,11,6,14,17,8,19,17,6
S2756,12,6,13,17,8,18,17,6
S2757,13,8,12,17,8,19,17,6
S2758,14,6,11,17,8,18,17,6
S2759,11,6,14,17,8,19,17,6
S2760,12,8,13,17,8,18,17,6
S2761,13,6,12,17,8,19,17,6
S2762,14,6,11,17,8,18,17,6
S2763,11,8,14,17,8,19,16,6
S2764,12,6,13,17,9,18,16,7
S2765,13,6,12,17,9,19,16,7
S2766,14,8,11,17,9,18,16,7
S2767,11,6,14,19,9,19,16,7
S2768,12,6,13,18,9,18,16,7
S2769,13,8,12,15,9,19,16,7
S2770,14,6,11,15,9,18,16,7
S2771,11,6,14,15,9,19,15,7
S2772,12,8,13,15,9,18,15,7
S2773,13,6,12,15,9,19,15,7
S2774,14,6,11,15,9,18,15,7
S2775,11,8,14,15,9,19,15,7
S2776,12,6,13,15,9,18,15,7
S2777,13,6,12,15,9,19,15,8
S2778,14,8,11,15,9,18,15,8
S2779,11,6,14,19,9,19,15,8
S2780,12,6,13,19,9,18,17,8
S2781,13,8,12,19,9,19,17,8
S2782,14,6,11,19,9,18,17,8
S2783,11,6,14,19,9,19,17,8
S2784,12,8,13,19,9,18,17,8
S2785,13,6,12,19,10,19,17,8
S2786,14,6,11,19,10,18,17,8
S2787,11,8,12,19,10,19,17,8
S2788,12,6,14,19,10,18,17,8
S2789,13,6,13,19,10,19,18,8
S2790,14,8,12,19,10,18,18,8
S2791,11,6,11,19,10,19,18,5
S2792,12,6,14,19,10,18,18,5
S2793,13,8,13,19,10,19,18,5
S2794,14,6,12,19,10,18,18,5
S2795,11,6,11,19,10,19,18,5
S2796,12,8,14,19,10,18,18,5
S2797,13,6,13,19,10,19,20,5
S2798,14,6,12,16,10,18,20,5
S2799,11,8,11,16,10,17,20,5
S2800,13,7,12,16,10,18,20,5
S2801,14,6,5,20,12,20,20,6
S2802,13,6,6,20,13,19,20,6
S2803,12,6,7,20,14,18,20,6
S2804,11,6,8,20,12,17,20,6
S2805,14,6,5,20,11,19,20,6
S2806,13,6,5,20,13,20,20,6
S2807,12,6,6,20,14,19,20,6
S2808,11,6,6,20,12,18,20,6
S2809,14,6,5,20,13,17,20,6
S2810,13,6,5,20,14,19,17,6
S2811,12,6,6,20,12,20,17,6
S2812,11,6,6,20,11,19,17,6
S2813,14,6,5,19,13,18,17,6
S2814,13,7,5,19,14,17,17,6
S2815,12,7,6,19,12,19,17,6
S2816,11,7,6,19,13,20,17,6
S2817,14,7,5,19,14,19,17,6
S2818,13,7,5,19,12,18,17,6
S2819,12,7,6,19,11,17,17,6
S2820,11,7,6,19,13,19,17,6
S2821,14,7,5,19,14,20,17,6
S2822,13,7,5,19,12,19,17,6
S2823,12,7,6,19,13,18,17,6
S2824,11,7,6,19,14,17,17,6
S2825,14,7,5,18,12,19,17,6
S2826,13,7,5,18,11,20,17,6
S2827,12,8,6,18,13,19,17,6
S2828,11,8,6,18,14,18,17,6
S2829,14,8,5,18,12,17,17,6
S2830,13,8,5,18,13,19,17,6
S2831,12,8,6,18,14,20,17,6
S2832,11,8,6,18,12,19,17,6
