Sr_No,Job_Profession,Student,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist,Student_ID,P1,P2,P3,P4,P5,P6,P7,P8,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
56,Chief financial officer,S2798,14,6,12,16,10,18,20,5,S2798,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.62,2.0,Good
56,Chief financial officer,S2799,11,8,11,16,10,17,20,5,S2799,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.25,2.0,Good
56,Chief financial officer,S2800,13,7,12,16,10,18,20,5,S2800,AVG,POOR,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.62,2.0,Good
57,Business Analyst,S2801,14,6,5,20,12,20,20,6,S2801,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.88,2.0,Good
57,Business Analyst,S2802,13,6,6,20,13,19,20,6,S2802,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.88,2.0,Good
57,Business Analyst,S2803,12,6,7,20,14,18,20,6,S2803,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.88,2.0,Good
57,Business Analyst,S2804,11,6,8,20,12,17,20,6,S2804,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.5,2.0,Good
57,Business Analyst,S2805,14,6,5,20,11,19,20,6,S2805,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.62,2.0,Good
57,Business Analyst,S2806,13,6,5,20,13,20,20,6,S2806,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.88,2.0,Good
57,Business Analyst,S2807,12,6,6,20,14,19,20,6,S2807,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.88,2.0,Good
57,Business Analyst,S2808,11,6,6,20,12,18,20,6,S2808,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.38,2.0,Good
57,Business Analyst,S2809,14,6,5,20,13,17,20,6,S2809,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.62,2.0,Good
57,Business Analyst,S2810,13,6,5,20,14,19,17,6,S2810,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.5,2.0,Good
57,Business Analyst,S2811,12,6,6,20,12,20,17,6,S2811,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.38,2.0,Good
57,Business Analyst,S2812,11,6,6,20,11,19,17,6,S2812,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.0,2.0,Good
57,Business Analyst,S2813,14,6,5,19,13,18,17,6,S2813,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2814,13,7,5,19,14,17,17,6,S2814,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2815,12,7,6,19,12,19,17,6,S2815,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2816,11,7,6,19,13,20,17,6,S2816,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.38,2.0,Good
57,Business Analyst,S2817,14,7,5,19,14,19,17,6,S2817,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.62,2.0,Good
57,Business Analyst,S2818,13,7,5,19,12,18,17,6,S2818,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.12,2.0,Good
57,Business Analyst,S2819,12,7,6,19,11,17,17,6,S2819,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,11.88,2.0,Good
57,Business Analyst,S2820,11,7,6,19,13,19,17,6,S2820,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2821,14,7,5,19,14,20,17,6,S2821,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.75,2.0,Good
57,Business Analyst,S2822,13,7,5,19,12,19,17,6,S2822,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2823,12,7,6,19,13,18,17,6,S2823,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2824,11,7,6,19,14,17,17,6,S2824,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.12,2.0,Good
57,Business Analyst,S2825,14,7,5,18,12,19,17,6,S2825,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.25,2.0,Good
57,Business Analyst,S2826,13,7,5,18,11,20,17,6,S2826,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.12,2.0,Good
57,Business Analyst,S2827,12,8,6,18,13,19,17,6,S2827,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.38,2.0,Good
57,Business Analyst,S2828,11,8,6,18,14,18,17,6,S2828,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.25,2.0,Good
57,Business Analyst,S2829,14,8,5,18,12,17,17,6,S2829,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.12,2.0,Good
57,Business Analyst,S2830,13,8,5,18,13,19,17,6,S2830,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.38,2.0,Good
57,Business Analyst,S2831,12,8,6,18,14,20,17,6,S2831,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.62,2.0,Good
57,Business Analyst,S2832,11,8,6,18,12,19,17,6,S2832,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.12,2.0,Good
57,Business Analyst,S2833,14,8,5,18,11,18,17,6,S2833,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.12,2.0,Good
57,Business Analyst,S2834,13,8,5,18,13,17,17,6,S2834,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.12,2.0,Good
57,Business Analyst,S2835,12,8,6,18,14,19,17,6,S2835,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.5,2.0,Good
57,Business Analyst,S2836,11,8,6,17,12,20,17,6,S2836,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.12,2.0,Good
57,Business Analyst,S2837,12,8,5,17,13,19,17,6,S2837,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.12,2.0,Good
57,Business Analyst,S2838,14,8,5,17,14,18,17,6,S2838,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.38,2.0,Good
57,Business Analyst,S2839,13,8,6,17,12,17,17,6,S2839,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,12.0,2.0,Good
57,Business Analyst,S2840,12,8,6,17,11,19,17,6,S2840,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.0,2.0,Good
57,Business Analyst,S2841,11,5,5,17,13,20,17,6,S2841,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.75,2.0,Good
57,Business Analyst,S2842,14,5,5,17,14,19,17,6,S2842,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.12,2.0,Good
57,Business Analyst,S2843,13,5,6,17,12,18,17,6,S2843,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.75,2.0,Good
57,Business Analyst,S2844,12,5,6,17,13,17,17,6,S2844,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Logical_Mathematical,11.62,2.0,Good
57,Business Analyst,S2845,11,5,5,17,14,19,17,6,S2845,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.75,2.0,Good
57,Business Analyst,S2846,14,5,5,17,12,20,17,6,S2846,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.0,2.0,Good
57,Business Analyst,S2847,13,5,6,15,11,19,17,6,S2847,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.5,2.0,Good
57,Business Analyst,S2848,12,5,6,15,13,18,17,6,S2848,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.5,2.0,Good
57,Business Analyst,S2849,11,5,7,15,14,17,17,6,S2849,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.5,2.0,Good
57,Business Analyst,S2850,12,5,7,15,11,19,17,6,S2850,AVG,POOR,POOR,BEST,AVG,BEST,BEST,POOR,Interpersonal,11.5,2.0,Good
58,Banking,S2851,12,5,10,17,7,15,11,5,S2851,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2852,12,6,9,17,7,15,11,6,S2852,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2853,12,8,7,17,7,15,11,7,S2853,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2854,12,7,6,17,7,15,11,5,S2854,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.0,1.75,Average
58,Banking,S2855,12,5,10,17,7,15,11,6,S2855,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2856,12,6,9,17,7,15,11,7,S2856,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2857,12,8,7,17,7,15,11,5,S2857,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2858,12,7,6,17,7,15,11,6,S2858,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2859,12,5,10,17,7,15,11,7,S2859,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2860,12,6,9,17,7,15,11,5,S2860,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2861,12,8,7,17,7,15,11,6,S2861,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2862,12,7,6,17,7,15,11,7,S2862,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2863,12,5,10,17,9,15,11,5,S2863,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2864,12,6,9,16,9,15,11,6,S2864,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2865,12,8,7,16,9,15,11,7,S2865,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.62,1.75,Average
58,Banking,S2866,12,7,6,16,9,15,11,5,S2866,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2867,12,5,10,16,9,15,11,6,S2867,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2868,12,6,9,16,9,15,11,7,S2868,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.62,1.75,Average
58,Banking,S2869,12,8,7,16,9,15,11,5,S2869,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2870,12,7,6,16,9,15,11,6,S2870,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2871,12,5,10,16,9,15,11,7,S2871,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.62,1.75,Average
58,Banking,S2872,12,6,9,16,8,15,11,5,S2872,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2873,12,8,7,16,8,15,11,6,S2873,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2874,12,7,6,16,8,15,11,7,S2874,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2875,12,5,10,15,8,15,11,5,S2875,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2876,12,6,9,15,8,15,11,6,S2876,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2877,12,8,7,15,8,15,11,7,S2877,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2878,12,7,6,15,8,15,11,5,S2878,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,9.88,1.75,Average
58,Banking,S2879,12,5,10,15,8,15,11,6,S2879,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2880,12,6,9,15,8,15,11,7,S2880,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2881,12,8,7,15,8,15,11,5,S2881,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2882,12,7,6,15,8,15,11,6,S2882,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.0,1.75,Average
58,Banking,S2883,12,5,10,15,8,15,11,7,S2883,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2884,12,6,9,15,8,15,11,5,S2884,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2885,12,8,7,15,6,15,11,6,S2885,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.0,1.75,Average
58,Banking,S2886,12,7,6,15,6,15,11,7,S2886,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,9.88,1.75,Average
58,Banking,S2887,12,5,10,15,6,15,11,5,S2887,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,9.88,1.75,Average
58,Banking,S2888,12,6,9,15,6,15,11,6,S2888,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.0,1.75,Average
58,Banking,S2889,12,8,7,15,6,15,11,7,S2889,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2890,12,7,6,15,6,15,11,5,S2890,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,9.62,1.75,Average
58,Banking,S2891,12,5,10,15,6,15,11,6,S2891,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.0,1.75,Average
58,Banking,S2892,12,6,9,19,6,15,11,7,S2892,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.62,1.75,Average
58,Banking,S2893,12,8,7,19,6,15,11,5,S2893,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2894,12,7,6,19,6,15,11,6,S2894,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2895,12,5,10,19,5,15,11,7,S2895,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
58,Banking,S2896,12,6,9,19,5,15,11,5,S2896,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2897,12,8,7,19,5,15,11,6,S2897,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.38,1.75,Average
58,Banking,S2898,12,7,6,19,5,15,11,7,S2898,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.25,1.75,Average
58,Banking,S2899,12,8,6,19,5,15,11,5,S2899,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.12,1.75,Average
58,Banking,S2900,12,9,7,19,5,15,11,6,S2900,AVG,POOR,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,10.5,1.75,Average
59,Stock Broker,S2901,11,5,10,19,8,19,18,6,S2901,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.0,1.88,Average
59,Stock Broker,S2902,12,5,9,18,8,19,18,6,S2902,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Interpersonal,11.88,1.88,Average
59,Stock Broker,S2903,13,6,7,19,8,19,18,6,S2903,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.0,1.88,Average
59,Stock Broker,S2904,14,6,6,18,8,19,18,6,S2904,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Interpersonal,11.88,1.88,Average
59,Stock Broker,S2905,11,7,10,19,8,19,18,6,S2905,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.25,1.88,Average
59,Stock Broker,S2906,12,7,9,18,8,19,18,6,S2906,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Interpersonal,12.12,1.88,Average
59,Stock Broker,S2907,13,8,7,19,8,19,18,6,S2907,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.25,1.88,Average
59,Stock Broker,S2908,14,8,10,18,8,19,18,6,S2908,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Interpersonal,12.62,1.88,Average
59,Stock Broker,S2909,11,9,9,19,8,19,18,6,S2909,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.38,1.88,Average
59,Stock Broker,S2910,12,9,7,18,8,19,18,6,S2910,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Interpersonal,12.12,1.88,Average
59,Stock Broker,S2911,13,5,6,19,8,19,18,6,S2911,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.75,1.88,Average
59,Stock Broker,S2912,14,5,10,18,8,17,16,6,S2912,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.75,1.88,Average
59,Stock Broker,S2913,11,6,9,19,8,17,16,6,S2913,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.5,1.88,Average
59,Stock Broker,S2914,12,6,7,18,8,17,16,6,S2914,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.25,1.88,Average
59,Stock Broker,S2915,13,7,10,19,8,17,16,6,S2915,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.0,1.88,Average
59,Stock Broker,S2916,14,7,9,18,8,17,16,6,S2916,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.88,1.88,Average
59,Stock Broker,S2917,11,8,7,19,8,17,16,6,S2917,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.5,1.88,Average
59,Stock Broker,S2918,12,8,6,18,8,17,16,6,S2918,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.38,1.88,Average
59,Stock Broker,S2919,13,9,10,19,8,17,16,6,S2919,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.25,1.88,Average
59,Stock Broker,S2920,14,9,9,18,8,17,16,6,S2920,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.12,1.88,Average
59,Stock Broker,S2921,11,5,7,19,8,17,16,6,S2921,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.12,1.88,Average
59,Stock Broker,S2922,12,5,10,18,8,17,19,6,S2922,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.88,1.88,Average
59,Stock Broker,S2923,13,6,10,19,8,17,19,6,S2923,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.25,1.88,Average
59,Stock Broker,S2924,14,6,6,18,8,17,19,6,S2924,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.75,1.88,Average
59,Stock Broker,S2925,11,7,6,19,8,17,19,6,S2925,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.62,1.88,Average
59,Stock Broker,S2926,12,7,10,18,8,17,19,6,S2926,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.12,1.88,Average
59,Stock Broker,S2927,13,8,9,19,8,16,19,6,S2927,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,12.25,1.88,Average
59,Stock Broker,S2928,14,8,7,18,8,16,19,6,S2928,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.0,1.88,Average
59,Stock Broker,S2929,11,9,6,19,8,16,19,6,S2929,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.75,1.88,Average
59,Stock Broker,S2930,12,9,10,18,8,16,19,6,S2930,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.25,1.88,Average
59,Stock Broker,S2931,13,5,9,19,8,16,19,6,S2931,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.88,1.88,Average
59,Stock Broker,S2932,14,5,7,18,8,16,19,6,S2932,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.62,1.88,Average
59,Stock Broker,S2933,11,6,6,19,8,16,19,6,S2933,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,11.38,1.88,Average
59,Stock Broker,S2934,12,6,6,18,8,16,20,6,S2934,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.5,1.88,Average
59,Stock Broker,S2935,13,7,6,19,8,16,20,6,S2935,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.88,1.88,Average
59,Stock Broker,S2936,14,7,10,18,8,16,20,6,S2936,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.38,1.88,Average
59,Stock Broker,S2937,11,8,9,19,8,16,20,6,S2937,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.12,1.88,Average
59,Stock Broker,S2938,12,8,7,18,8,16,20,6,S2938,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.88,1.88,Average
59,Stock Broker,S2939,13,9,6,19,8,16,20,6,S2939,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.12,1.88,Average
59,Stock Broker,S2940,14,9,10,18,8,16,20,6,S2940,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.62,1.88,Average
59,Stock Broker,S2941,11,5,9,19,8,16,20,6,S2941,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.75,1.88,Average
59,Stock Broker,S2942,12,5,10,18,8,15,20,6,S2942,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.75,1.88,Average
59,Stock Broker,S2943,13,6,9,19,8,15,20,6,S2943,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.0,1.88,Average
59,Stock Broker,S2944,14,6,7,18,8,15,20,6,S2944,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.75,1.88,Average
59,Stock Broker,S2945,11,7,6,19,8,15,20,6,S2945,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.5,1.88,Average
59,Stock Broker,S2946,12,7,10,18,8,15,20,6,S2946,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.0,1.88,Average
59,Stock Broker,S2947,13,8,9,19,8,15,20,6,S2947,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.25,1.88,Average
59,Stock Broker,S2948,14,8,7,18,8,15,20,6,S2948,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.0,1.88,Average
59,Stock Broker,S2949,13,9,6,19,8,15,20,6,S2949,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,12.0,1.88,Average
59,Stock Broker,S2950,11,9,6,18,8,15,20,6,S2950,AVG,POOR,POOR,BEST,POOR,BEST,BEST,POOR,Intrapersonal,11.62,1.88,Average
60,Financial Advisor,S2951,19,7,11,16,12,17,17,7,S2951,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,13.25,2.25,Good
60,Financial Advisor,S2952,18,8,12,16,13,18,17,6,S2952,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,13.5,2.25,Good
60,Financial Advisor,S2953,17,6,13,16,12,19,17,8,S2953,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Interpersonal,13.5,2.25,Good
60,Financial Advisor,S2954,16,8,14,16,13,18,17,7,S2954,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Interpersonal,13.62,2.25,Good
60,Financial Advisor,S2955,15,7,13,16,12,20,17,6,S2955,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Interpersonal,13.25,2.25,Good
60,Financial Advisor,S2956,20,8,12,16,13,19,17,8,S2956,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,14.12,2.25,Good
60,Financial Advisor,S2957,15,6,11,16,12,18,17,7,S2957,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Interpersonal,12.75,2.25,Good
60,Financial Advisor,S2958,16,8,11,16,13,17,17,6,S2958,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Interpersonal,13.0,2.25,Good
60,Financial Advisor,S2959,17,7,12,16,12,16,17,8,S2959,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,13.12,2.25,Good
60,Financial Advisor,S2960,18,8,13,16,13,15,17,7,S2960,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,13.38,2.25,Good
60,Financial Advisor,S2961,19,6,14,16,12,17,17,6,S2961,BEST,POOR,AVG,BEST,AVG,BEST,BEST,POOR,Linguistic,13.38,2.25,Good
