Student_ID,Job_Profession,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
S2874,Banking,Logical_Mathematical,10.25,1.75,Average
S2875,Banking,Logical_Mathematical,10.12,1.75,Average
S2876,Banking,Logical_Mathematical,10.25,1.75,Average
S2877,Banking,Logical_Mathematical,10.38,1.75,Average
S2878,Banking,Logical_Mathematical,9.88,1.75,Average
S2879,Banking,Logical_Mathematical,10.25,1.75,Average
S2880,Banking,Logical_Mathematical,10.38,1.75,Average
S2881,Banking,Logical_Mathematical,10.12,1.75,Average
S2882,Banking,Logical_Mathematical,10.0,1.75,Average
S2883,Banking,Logical_Mathematical,10.38,1.75,Average
S2884,Banking,Logical_Mathematical,10.12,1.75,Average
S2885,Banking,Logical_Mathematical,10.0,1.75,Average
S2886,Banking,Logical_Mathematical,9.88,1.75,Average
S2887,Banking,Logical_Mathematical,9.88,1.75,Average
S2888,Banking,Logical_Mathematical,10.0,1.75,Average
S2889,Banking,Logical_Mathematical,10.12,1.75,Average
S2890,Banking,Logical_Mathematical,9.62,1.75,Average
S2891,Banking,Logical_Mathematical,10.0,1.75,Average
S2892,Banking,Logical_Mathematical,10.62,1.75,Average
S2893,Banking,Logical_Mathematical,10.38,1.75,Average
S2894,Banking,Logical_Mathematical,10.25,1.75,Average
S2895,Banking,Logical_Mathematical,10.5,1.75,Average
S2896,Banking,Logical_Mathematical,10.25,1.75,Average
S2897,Banking,Logical_Mathematical,10.38,1.75,Average
S2898,Banking,Logical_Mathematical,10.25,1.75,Average
S2899,Banking,Logical_Mathematical,10.12,1.75,Average
S2900,Banking,Logical_Mathematical,10.5,1.75,Average
S2901,Stock Broker,Logical_Mathematical,12.0,1.88,Average
S2902,Stock Broker,Interpersonal,11.88,1.88,Average
S2903,Stock Broker,Logical_Mathematical,12.0,1.88,Average
S2904,Stock Broker,Interpersonal,11.88,1.88,Average
S2905,Stock Broker,Logical_Mathematical,12.25,1.88,Average
S2906,Stock Broker,Interpersonal,12.12,1.88,Average
S2907,Stock Broker,Logical_Mathematical,12.25,1.88,Average
S2908,Stock Broker,Interpersonal,12.62,1.88,Average
S2909,Stock Broker,Logical_Mathematical,12.38,1.88,Average
S2910,Stock Broker,Interpersonal,12.12,1.88,Average
S2911,Stock Broker,Logical_Mathematical,11.75,1.88,Average
S2912,Stock Broker,Logical_Mathematical,11.75,1.88,Average
S2913,Stock Broker,Logical_Mathematical,11.5,1.88,Average
S2914,Stock Broker,Logical_Mathematical,11.25,1.88,Average
S2915,Stock Broker,Logical_Mathematical,12.0,1.88,Average
S2916,Stock Broker,Logical_Mathematical,11.88,1.88,Average
S2917,Stock Broker,Logical_Mathematical,11.5,1.88,Average
S2918,Stock Broker,Logical_Mathematical,11.38,1.88,Average
S2919,Stock Broker,Logical_Mathematical,12.25,1.88,Average
S2920,Stock Broker,Logical_Mathematical,12.12,1.88,Average
S2921,Stock Broker,Logical_Mathematical,11.12,1.88,Average
S2922,Stock Broker,Intrapersonal,11.88,1.88,Average
S2923,Stock Broker,Logical_Mathematical,12.25,1.88,Average
S2924,Stock Broker,Intrapersonal,11.75,1.88,Average
S2925,Stock Broker,Logical_Mathematical,11.62,1.88,Average
S2926,Stock Broker,Intrapersonal,12.12,1.88,Average
S2927,Stock Broker,Logical_Mathematical,12.25,1.88,Average
S2928,Stock Broker,Intrapersonal,12.0,1.88,Average
S2929,Stock Broker,Logical_Mathematical,11.75,1.88,Average
S2930,Stock Broker,Intrapersonal,12.25,1.88,Average
S2931,Stock Broker,Logical_Mathematical,11.88,1.88,Average
S2932,Stock Broker,Intrapersonal,11.62,1.88,Average
S2933,Stock Broker,Logical_Mathematical,11.38,1.88,Average
S2934,Stock Broker,Intrapersonal,11.5,1.88,Average
S2935,Stock Broker,Intrapersonal,11.88,1.88,Average
S2936,Stock Broker,Intrapersonal,12.38,1.88,Average
S2937,Stock Broker,Intrapersonal,12.12,1.88,Average
S2938,Stock Broker,Intrapersonal,11.88,1.88,Average
S2939,Stock Broker,Intrapersonal,12.12,1.88,Average
S2940,Stock Broker,Intrapersonal,12.62,1.88,Average
S2941,Stock Broker,Intrapersonal,11.75,1.88,Average
S2942,Stock Broker,Intrapersonal,11.75,1.88,Average
S2943,Stock Broker,Intrapersonal,12.0,1.88,Average
S2944,Stock Broker,Intrapersonal,11.75,1.88,Average
S2945,Stock Broker,Intrapersonal,11.5,1.88,Average
S2946,Stock Broker,Intrapersonal,12.0,1.88,Average
S2947,Stock Broker,Intrapersonal,12.25,1.88,Average
S2948,Stock Broker,Intrapersonal,12.0,1.88,Average
S2949,Stock Broker,Intrapersonal,12.0,1.88,Average
S2950,Stock Broker,Intrapersonal,11.62,1.88,Average
S2951,Financial Advisor,Linguistic,13.25,2.25,Good
S2952,Financial Advisor,Linguistic,13.5,2.25,Good
S2953,Financial Advisor,Interpersonal,13.5,2.25,Good
S2954,Financial Advisor,Interpersonal,13.62,2.25,Good
S2955,Financial Advisor,Interpersonal,13.25,2.25,Good
S2956,Financial Advisor,Linguistic,14.12,2.25,Good
S2957,Financial Advisor,Interpersonal,12.75,2.25,Good
S2958,Financial Advisor,Interpersonal,13.0,2.25,Good
S2959,Financial Advisor,Linguistic,13.12,2.25,Good
S2960,Financial Advisor,Linguistic,13.38,2.25,Good
S2961,Financial Advisor,Linguistic,13.38,2.25,Good
S2962,Financial Advisor,Linguistic,14.12,2.25,Good
S2963,Financial Advisor,Linguistic,13.62,2.25,Good
S2964,Financial Advisor,Linguistic,13.38,2.25,Good
S2965,Financial Advisor,Interpersonal,13.38,2.25,Good
S2966,Financial Advisor,Interpersonal,13.5,2.25,Good
S2967,Financial Advisor,Interpersonal,13.0,2.25,Good
S2968,Financial Advisor,Linguistic,14.12,2.25,Good
S2969,Financial Advisor,Intrapersonal,12.62,2.25,Good
S2970,Financial Advisor,Intrapersonal,12.75,2.25,Good
S2971,Financial Advisor,Interpersonal,13.12,2.25,Good
S2972,Financial Advisor,Linguistic,13.25,2.25,Good
S2973,Financial Advisor,Linguistic,13.12,2.25,Good
S2974,Financial Advisor,Linguistic,14.12,2.25,Good
S2975,Financial Advisor,Linguistic,13.62,2.25,Good
S2976,Financial Advisor,Interpersonal,13.75,2.25,Good
S2977,Financial Advisor,Interpersonal,13.25,2.25,Good
S2978,Financial Advisor,Interpersonal,13.12,2.25,Good
S2979,Financial Advisor,Interpersonal,12.5,2.25,Good
S2980,Financial Advisor,Linguistic,13.62,2.25,Good
S2981,Financial Advisor,Intrapersonal,12.5,2.25,Good
S2982,Financial Advisor,Interpersonal,13.25,2.25,Good
S2983,Financial Advisor,Interpersonal,13.38,2.25,Good
S2984,Financial Advisor,Interpersonal,13.62,2.25,Good
S2985,Financial Advisor,Linguistic,13.0,2.25,Good
S2986,Financial Advisor,Linguistic,14.38,2.25,Good
S2987,Financial Advisor,Linguistic,13.88,2.25,Good
S2988,Financial Advisor,Linguistic,13.88,2.25,Good
S2989,Financial Advisor,Logical_Mathematical,13.62,2.25,Good
S2990,Financial Advisor,Logical_Mathematical,13.5,2.25,Good
S2991,Financial Advisor,Logical_Mathematical,12.75,2.25,Good
S2992,Financial Advisor,Linguistic,14.0,2.25,Good
S2993,Financial Advisor,Logical_Mathematical,13.12,2.25,Good
S2994,Financial Advisor,Interpersonal,13.5,2.25,Good
S2995,Financial Advisor,Logical_Mathematical,13.5,2.25,Good
S2996,Financial Advisor,Interpersonal,14.12,2.25,Good
S2997,Financial Advisor,Linguistic,13.75,2.25,Good
S2998,Financial Advisor,Linguistic,14.5,2.25,Good
S2999,Financial Advisor,Logical_Mathematical,14.12,2.25,Good
S3000,Financial Advisor,Linguistic,13.12,2.25,Good
S3001,Consultant,Logical_Mathematical,11.25,1.88,Average
S3002,Consultant,Intrapersonal,11.12,1.88,Average
S3003,Consultant,Intrapersonal,11.25,1.88,Average
S3004,Consultant,Logical_Mathematical,11.5,1.88,Average
S3005,Consultant,Interpersonal,11.12,1.88,Average
S3006,Consultant,Logical_Mathematical,11.0,1.88,Average
S3007,Consultant,Intrapersonal,10.62,1.88,Average
S3008,Consultant,Intrapersonal,11.88,1.88,Average
S3009,Consultant,Interpersonal,11.88,1.88,Average
S3010,Consultant,Interpersonal,11.5,1.88,Average
S3011,Consultant,Logical_Mathematical,11.5,1.88,Average
S3012,Consultant,Logical_Mathematical,11.5,1.88,Average
S3013,Consultant,Intrapersonal,11.88,1.88,Average
S3014,Consultant,Logical_Mathematical,12.75,1.88,Average
S3015,Consultant,Interpersonal,12.62,1.88,Average
S3016,Consultant,Logical_Mathematical,11.62,1.88,Average
S3017,Consultant,Logical_Mathematical,11.0,1.88,Average
S3018,Consultant,Logical_Mathematical,11.88,1.88,Average
S3019,Consultant,Intrapersonal,12.25,1.88,Average
S3020,Consultant,Interpersonal,12.25,1.88,Average
S3021,Consultant,Logical_Mathematical,12.5,1.88,Average
S3022,Consultant,Intrapersonal,10.5,1.88,Average
S3023,Consultant,Logical_Mathematical,11.25,1.88,Average
S3024,Consultant,Interpersonal,10.88,1.88,Average
S3025,Consultant,Interpersonal,11.5,1.88,Average
S3026,Consultant,Intrapersonal,11.5,1.88,Average
S3027,Consultant,Logical_Mathematical,11.0,1.88,Average
S3028,Consultant,Logical_Mathematical,11.25,1.88,Average
S3029,Consultant,Interpersonal,11.0,1.88,Average
S3030,Consultant,Logical_Mathematical,11.88,1.88,Average
S3031,Consultant,Intrapersonal,11.75,1.88,Average
S3032,Consultant,Intrapersonal,11.12,1.88,Average
S3033,Consultant,Intrapersonal,12.25,1.88,Average
S3034,Consultant,Interpersonal,11.62,1.88,Average
S3035,Consultant,Interpersonal,11.88,1.88,Average
S3036,Consultant,Interpersonal,11.5,1.88,Average
S3037,Consultant,Logical_Mathematical,12.5,1.88,Average
S3038,Consultant,Logical_Mathematical,12.75,1.88,Average
S3039,Consultant,Logical_Mathematical,12.38,1.88,Average
S3040,Consultant,Interpersonal,11.88,1.88,Average
S3041,Consultant,Interpersonal,11.62,1.88,Average
S3042,Consultant,Logical_Mathematical,11.12,1.88,Average
S3043,Consultant,Intrapersonal,12.38,1.88,Average
S3044,Consultant,Logical_Mathematical,13.0,1.88,Average
S3045,Consultant,Interpersonal,12.38,1.88,Average
S3046,Consultant,Logical_Mathematical,11.5,1.88,Average
S3047,Consultant,Logical_Mathematical,11.38,1.88,Average
S3048,Consultant,Interpersonal,12.0,1.88,Average
S3049,Consultant,Interpersonal,12.38,1.88,Average
S3050,Consultant,Interpersonal,11.38,1.88,Average
S3051,Archeologist,Naturalist,11.75,2.0,Good
S3052,Archeologist,Naturalist,12.38,2.0,Good
S3053,Archeologist,Intrapersonal,13.12,2.0,Good
S3054,Archeologist,Intrapersonal,12.25,2.0,Good
S3055,Archeologist,Naturalist,12.12,2.0,Good
S3056,Archeologist,Naturalist,12.5,2.0,Good
S3057,Archeologist,Naturalist,12.5,2.0,Good
S3058,Archeologist,Intrapersonal,12.38,2.0,Good
S3059,Archeologist,Intrapersonal,12.88,2.0,Good
S3060,Archeologist,Intrapersonal,11.62,2.0,Good
S3061,Archeologist,Naturalist,12.25,2.0,Good
S3062,Archeologist,Naturalist,12.38,2.0,Good
S3063,Archeologist,Naturalist,12.88,2.0,Good
S3064,Archeologist,Intrapersonal,12.62,2.0,Good
S3065,Archeologist,Intrapersonal,13.25,2.0,Good
S3066,Archeologist,Intrapersonal,12.12,2.0,Good
S3067,Archeologist,Naturalist,12.75,2.0,Good
S3068,Archeologist,Naturalist,12.5,2.0,Good
S3069,Archeologist,Intrapersonal,13.5,2.0,Good
S3070,Archeologist,Naturalist,12.5,2.0,Good
S3071,Archeologist,Naturalist,12.88,2.0,Good
S3072,Archeologist,Intrapersonal,12.0,2.0,Good
S3073,Archeologist,Intrapersonal,12.5,2.0,Good
S3074,Archeologist,Naturalist,12.12,2.0,Good
S3075,Archeologist,Intrapersonal,12.75,2.0,Good
S3076,Archeologist,Naturalist,12.12,2.0,Good
S3077,Archeologist,Naturalist,13.25,2.0,Good
S3078,Archeologist,Intrapersonal,12.88,2.0,Good
S3079,Archeologist,Intrapersonal,13.25,2.0,Good
S3080,Archeologist,Naturalist,12.62,2.0,Good
S3081,Archeologist,Intrapersonal,12.75,2.0,Good
S3082,Archeologist,Naturalist,11.38,2.0,Good
S3083,Archeologist,Naturalist,11.75,2.0,Good
S3084,Archeologist,Intrapersonal,11.62,2.0,Good
S3085,Archeologist,Intrapersonal,12.62,2.0,Good
S3086,Archeologist,Naturalist,12.62,2.0,Good
S3087,Archeologist,Naturalist,12.62,2.0,Good
S3088,Archeologist,Naturalist,11.88,2.0,Good
S3089,Archeologist,Intrapersonal,12.0,2.0,Good
S3090,Archeologist,Intrapersonal,12.25,2.0,Good
S3091,Archeologist,Intrapersonal,12.12,2.0,Good
S3092,Archeologist,Naturalist,12.25,2.0,Good
S3093,Archeologist,Naturalist,12.25,2.0,Good
S3094,Archeologist,Naturalist,12.88,2.0,Good
S3095,Archeologist,Intrapersonal,12.62,2.0,Good
S3096,Archeologist,Intrapersonal,12.38,2.0,Good
S3097,Archeologist,Naturalist,12.0,2.0,Good
S3098,Archeologist,Intrapersonal,12.5,2.0,Good
S3099,Archeologist,Naturalist,12.12,2.0,Good
S3100,Archeologist,Naturalist,11.62,2.0,Good
S3101,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,12.25,2.12,Good
S3102,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.25,2.12,Good
S3103,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,14.0,2.12,Good
S3104,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.0,2.12,Good
S3105,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,12.75,2.12,Good
S3106,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.38,2.12,Good
S3107,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.0,2.12,Good
S3108,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.38,2.12,Good
S3109,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.75,2.12,Good
S3110,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,14.0,2.12,Good
S3111,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,14.0,2.12,Good
S3112,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.0,2.12,Good
S3113,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.62,2.12,Good
S3114,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,14.12,2.12,Good
S3115,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,14.38,2.12,Good
S3116,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.25,2.12,Good
S3117,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.75,2.12,Good
S3118,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.75,2.12,Good
S3119,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,14.5,2.12,Good
S3120,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.62,2.12,Good
S3121,Pre Primary Teacher (2020 NEP and Mental Health),Interpersonal,13.38,2.12,Good
S3122,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.62,2.12,Good
S3123,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,14.25,2.12,Good
S3124,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.38,2.12,Good
S3125,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.88,2.12,Good
S3126,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.62,2.12,Good
S3127,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,14.25,2.12,Good
S3128,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.88,2.12,Good
S3129,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.5,2.12,Good
S3130,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.88,2.12,Good
S3131,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.75,2.12,Good
S3132,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.88,2.12,Good
S3133,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.88,2.12,Good
S3134,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.88,2.12,Good
S3135,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.25,2.12,Good
S3136,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.25,2.12,Good
S3137,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.75,2.12,Good
S3138,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.88,2.12,Good
S3139,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,13.0,2.12,Good
S3140,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.12,2.12,Good
S3141,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.62,2.12,Good
S3142,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.0,2.12,Good
S3143,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,13.12,2.12,Good
S3144,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.62,2.12,Good
S3145,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.25,2.12,Good
S3146,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.25,2.12,Good
S3147,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.62,2.12,Good
S3148,Pre Primary Teacher (2020 NEP and Mental Health),Linguistic,12.75,2.12,Good
S3149,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,12.75,2.12,Good
S3150,Pre Primary Teacher (2020 NEP and Mental Health),Bodily,11.88,2.12,Good
S3151,Primary Teacher,Linguistic,12.5,2.12,Good
S3152,Primary Teacher,Linguistic,12.62,2.12,Good
S3153,Primary Teacher,Musical,12.75,2.12,Good
S3154,Primary Teacher,Musical,12.75,2.12,Good
S3155,Primary Teacher,Bodily,12.75,2.12,Good
S3156,Primary Teacher,Musical,12.75,2.12,Good
S3157,Primary Teacher,Linguistic,12.38,2.12,Good
S3158,Primary Teacher,Musical,12.62,2.12,Good
S3159,Primary Teacher,Musical,12.75,2.12,Good
S3160,Primary Teacher,Musical,13.0,2.12,Good
S3161,Primary Teacher,Linguistic,12.88,2.12,Good
S3162,Primary Teacher,Linguistic,13.12,2.12,Good
S3163,Primary Teacher,Musical,13.0,2.12,Good
S3164,Primary Teacher,Musical,13.0,2.12,Good
S3165,Primary Teacher,Bodily,13.38,2.12,Good
S3166,Primary Teacher,Musical,12.62,2.12,Good
S3167,Primary Teacher,Linguistic,13.0,2.12,Good
S3168,Primary Teacher,Musical,13.12,2.12,Good
S3169,Primary Teacher,Musical,13.5,2.12,Good
S3170,Primary Teacher,Musical,13.38,2.12,Good
S3171,Primary Teacher,Linguistic,13.38,2.12,Good
S3172,Primary Teacher,Linguistic,13.75,2.12,Good
S3173,Primary Teacher,Linguistic,13.12,2.12,Good
S3174,Primary Teacher,Bodily,13.62,2.12,Good
S3175,Primary Teacher,Musical,13.75,2.12,Good
S3176,Primary Teacher,Musical,14.0,2.12,Good
S3177,Primary Teacher,Linguistic,13.5,2.12,Good
S3178,Primary Teacher,Musical,13.88,2.12,Good
S3179,Primary Teacher,Musical,14.12,2.12,Good
S3180,Primary Teacher,Musical,13.5,2.12,Good
S3181,Primary Teacher,Linguistic,13.88,2.12,Good
S3182,Primary Teacher,Linguistic,12.75,2.12,Good
S3183,Primary Teacher,Linguistic,12.88,2.12,Good
S3184,Primary Teacher,Musical,13.0,2.12,Good
S3185,Primary Teacher,Bodily,13.12,2.12,Good
S3186,Primary Teacher,Musical,13.12,2.12,Good
S3187,Primary Teacher,Linguistic,13.12,2.12,Good
S3188,Primary Teacher,Musical,12.88,2.12,Good
S3189,Primary Teacher,Musical,13.62,2.12,Good
S3190,Primary Teacher,Bodily,12.88,2.12,Good
S3191,Primary Teacher,Linguistic,13.0,2.12,Good
S3192,Primary Teacher,Linguistic,12.62,2.12,Good
S3193,Primary Teacher,Musical,13.12,2.12,Good
S3194,Primary Teacher,Musical,13.38,2.12,Good
S3195,Primary Teacher,Musical,12.62,2.12,Good
S3196,Primary Teacher,Musical,13.75,2.12,Good
S3197,Primary Teacher,Musical,13.62,2.12,Good
S3198,Primary Teacher,Musical,13.38,2.12,Good
S3199,Primary Teacher,Musical,13.25,2.12,Good
S3200,Primary Teacher,Musical,13.0,2.12,Good
S3201,"Middle, Higher School Teacher and Professors",Intrapersonal,12.62,2.12,Good
S3202,"Middle, Higher School Teacher and Professors",Intrapersonal,12.38,2.12,Good
S3203,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.38,2.12,Good
S3204,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.75,2.12,Good
S3205,"Middle, Higher School Teacher and Professors",Interpersonal,13.25,2.12,Good
S3206,"Middle, Higher School Teacher and Professors",Interpersonal,14.12,2.12,Good
S3207,"Middle, Higher School Teacher and Professors",Logical_Mathematical,11.75,2.12,Good
S3208,"Middle, Higher School Teacher and Professors",Interpersonal,12.5,2.12,Good
S3209,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.0,2.12,Good
S3210,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.12,2.12,Good
S3211,"Middle, Higher School Teacher and Professors",Interpersonal,13.5,2.12,Good
S3212,"Middle, Higher School Teacher and Professors",Interpersonal,14.0,2.12,Good
S3213,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.62,2.12,Good
S3214,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.62,2.12,Good
S3215,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.62,2.12,Good
S3216,"Middle, Higher School Teacher and Professors",Interpersonal,13.12,2.12,Good
S3217,"Middle, Higher School Teacher and Professors",Intrapersonal,13.75,2.12,Good
S3218,"Middle, Higher School Teacher and Professors",Interpersonal,13.5,2.12,Good
S3219,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.25,2.12,Good
S3220,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.25,2.12,Good
S3221,"Middle, Higher School Teacher and Professors",Intrapersonal,13.38,2.12,Good
S3222,"Middle, Higher School Teacher and Professors",Intrapersonal,12.88,2.12,Good
S3223,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.75,2.12,Good
S3224,"Middle, Higher School Teacher and Professors",Interpersonal,14.5,2.12,Good
S3225,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.88,2.12,Good
S3226,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.5,2.12,Good
S3227,"Middle, Higher School Teacher and Professors",Interpersonal,12.75,2.12,Good
S3228,"Middle, Higher School Teacher and Professors",Intrapersonal,12.88,2.12,Good
S3229,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.25,2.12,Good
S3230,"Middle, Higher School Teacher and Professors",Interpersonal,13.62,2.12,Good
S3231,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.75,2.12,Good
S3232,"Middle, Higher School Teacher and Professors",Intrapersonal,12.75,2.12,Good
S3233,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.62,2.12,Good
S3234,"Middle, Higher School Teacher and Professors",Intrapersonal,13.62,2.12,Good
S3235,"Middle, Higher School Teacher and Professors",Interpersonal,13.75,2.12,Good
S3236,"Middle, Higher School Teacher and Professors",Interpersonal,14.25,2.12,Good
S3237,"Middle, Higher School Teacher and Professors",Intrapersonal,12.75,2.12,Good
S3238,"Middle, Higher School Teacher and Professors",Interpersonal,12.5,2.12,Good
S3239,"Middle, Higher School Teacher and Professors",Intrapersonal,14.0,2.12,Good
S3240,"Middle, Higher School Teacher and Professors",Logical_Mathematical,12.62,2.12,Good
S3241,"Middle, Higher School Teacher and Professors",Interpersonal,13.25,2.12,Good
S3242,"Middle, Higher School Teacher and Professors",Interpersonal,13.88,2.12,Good
S3243,"Middle, Higher School Teacher and Professors",Intrapersonal,12.5,2.12,Good
S3244,"Middle, Higher School Teacher and Professors",Intrapersonal,13.0,2.12,Good
S3245,"Middle, Higher School Teacher and Professors",Interpersonal,13.25,2.12,Good
S3246,"Middle, Higher School Teacher and Professors",Logical_Mathematical,13.75,2.12,Good
S3247,"Middle, Higher School Teacher and Professors",Intrapersonal,13.75,2.12,Good
S3248,"Middle, Higher School Teacher and Professors",Interpersonal,13.62,2.12,Good
S3249,"Middle, Higher School Teacher and Professors",Interpersonal,12.75,2.12,Good
S3250,"Middle, Higher School Teacher and Professors",Interpersonal,13.12,2.12,Good
S3251,Anthropologist,Intrapersonal,11.75,2.0,Good
S3252,Anthropologist,Logical_Mathematical,12.5,2.0,Good
S3253,Anthropologist,Logical_Mathematical,13.38,2.0,Good
S3254,Anthropologist,Spatial_Visualization,12.38,2.0,Good
S3255,Anthropologist,Spatial_Visualization,12.75,2.0,Good
S3256,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3257,Anthropologist,Logical_Mathematical,12.12,2.0,Good
S3258,Anthropologist,Logical_Mathematical,12.75,2.0,Good
S3259,Anthropologist,Logical_Mathematical,13.0,2.0,Good
S3260,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3261,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3262,Anthropologist,Spatial_Visualization,12.38,2.0,Good
S3263,Anthropologist,Logical_Mathematical,12.75,2.0,Good
S3264,Anthropologist,Logical_Mathematical,12.62,2.0,Good
S3265,Anthropologist,Logical_Mathematical,13.25,2.0,Good
S3266,Anthropologist,Spatial_Visualization,12.0,2.0,Good
S3267,Anthropologist,Spatial_Visualization,12.25,2.0,Good
S3268,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3269,Anthropologist,Intrapersonal,11.88,2.0,Good
S3270,Anthropologist,Logical_Mathematical,11.88,2.0,Good
S3271,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3272,Anthropologist,Intrapersonal,12.38,2.0,Good
S3273,Anthropologist,Logical_Mathematical,12.88,2.0,Good
S3274,Anthropologist,Logical_Mathematical,13.38,2.0,Good
S3275,Anthropologist,Logical_Mathematical,11.88,2.0,Good
S3276,Anthropologist,Logical_Mathematical,11.25,2.0,Good
S3277,Anthropologist,Intrapersonal,12.12,2.0,Good
S3278,Anthropologist,Spatial_Visualization,12.12,2.0,Good
S3279,Anthropologist,Intrapersonal,12.62,2.0,Good
S3280,Anthropologist,Spatial_Visualization,12.0,2.0,Good
S3281,Anthropologist,Logical_Mathematical,11.5,2.0,Good
S3282,Anthropologist,Logical_Mathematical,13.25,2.0,Good
S3283,Anthropologist,Logical_Mathematical,13.5,2.0,Good
S3284,Anthropologist,Spatial_Visualization,12.12,2.0,Good
S3285,Anthropologist,Spatial_Visualization,12.25,2.0,Good
S3286,Anthropologist,Spatial_Visualization,12.62,2.0,Good
S3287,Anthropologist,Logical_Mathematical,13.0,2.0,Good
S3288,Anthropologist,Intrapersonal,12.38,2.0,Good
S3289,Anthropologist,Intrapersonal,12.5,2.0,Good
S3290,Anthropologist,Intrapersonal,12.5,2.0,Good
S3291,Anthropologist,Spatial_Visualization,12.75,2.0,Good
S3292,Anthropologist,Spatial_Visualization,13.12,2.0,Good
S3293,Anthropologist,Logical_Mathematical,13.25,2.0,Good
S3294,Anthropologist,Logical_Mathematical,12.62,2.0,Good
S3295,Anthropologist,Intrapersonal,13.12,2.0,Good
S3296,Anthropologist,Spatial_Visualization,11.88,2.0,Good
S3297,Anthropologist,Spatial_Visualization,12.38,2.0,Good
S3298,Anthropologist,Intrapersonal,12.5,2.0,Good
S3299,Anthropologist,Logical_Mathematical,13.12,2.0,Good
S3300,Anthropologist,Spatial_Visualization,13.88,2.0,Good
S3301,Medical,Interpersonal,11.88,2.0,Good
